Liga,Temporada,Jornada,Equipo,Cambios realizados defensa partido,Cambio jugador lesion partido,Titulares cambiados respecto jornada anterior,,,
Serie A,Temporada2018,Jornada 5,Lazio,3,0,1,"-0,0866213","0,1269837","0,7176011"
Serie A,Temporada2018,Jornada 5,Sampdoria,0,0,5,"0,218483","-0,1781206","0,4124968"
Serie A,Temporada2018,Jornada 5,Atalanta,2,0,5,"0,1316044","-0,091242","0,4993754"
Serie A,Temporada2018,Jornada 5,Fiorentina,2,0,1,"-0,043182","0,0835444","0,6741618"
Serie A,Temporada2018,Jornada 5,Cagliari,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2018,Jornada 5,Chievo,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2018,Jornada 5,Bologna,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2018,Jornada 5,Sassuolo,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2018,Jornada 5,SPAL,2,0,4,"0,0879078","-0,0475454","0,543072"
Serie A,Temporada2018,Jornada 5,Udinese,2,0,3,"0,0442112","-0,0038488","0,5867686"
Serie A,Temporada2018,Jornada 5,Genoa,0,0,6,"0,2621796","-0,2218172","0,3688002"
Serie A,Temporada2018,Jornada 5,Hellas Verona,0,0,5,"0,218483","-0,1781206","0,4124968"
Serie A,Temporada2018,Jornada 5,Crotone,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2018,Jornada 5,Benevento,1,0,4,"0,1313471","-0,0909847","0,4996327"
Serie A,Temporada2018,Jornada 6,Napoli,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2018,Jornada 6,Juventus,0,0,7,"0,3058762","-0,2655138","0,3251036"
Serie A,Temporada2018,Jornada 6,Inter,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2018,Jornada 6,Roma,4,0,5,"0,0447258","-0,0043634","0,586254"
Serie A,Temporada2018,Jornada 6,Lazio,2,0,4,"0,0879078","-0,0475454","0,543072"
Serie A,Temporada2018,Jornada 6,Sampdoria,0,0,5,"0,218483","-0,1781206","0,4124968"
Serie A,Temporada2018,Jornada 6,Milan,2,0,2,"0,0005146","0,0398478","0,6304652"
Serie A,Temporada2018,Jornada 6,Torino,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2018,Jornada 6,Atalanta,2,0,5,"0,1316044","-0,091242","0,4993754"
Serie A,Temporada2018,Jornada 6,Chievo,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2018,Jornada 6,Bologna,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2018,Jornada 6,Fiorentina,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2018,Jornada 6,Cagliari,0,0,5,"0,218483","-0,1781206","0,4124968"
Serie A,Temporada2018,Jornada 6,Sassuolo,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2018,Jornada 6,SPAL,2,0,3,"0,0442112","-0,0038488","0,5867686"
Serie A,Temporada2018,Jornada 6,Crotone,1,0,4,"0,1313471","-0,0909847","0,4996327"
Serie A,Temporada2018,Jornada 6,Udinese,0,0,5,"0,218483","-0,1781206","0,4124968"
Serie A,Temporada2018,Jornada 6,Genoa,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2018,Jornada 6,Hellas Verona,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2018,Jornada 6,Benevento,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2018,Jornada 7,Napoli,2,0,3,"0,0442112","-0,0038488","0,5867686"
Serie A,Temporada2018,Jornada 7,Juventus,1,0,4,"0,1313471","-0,0909847","0,4996327"
Serie A,Temporada2018,Jornada 7,Inter,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2018,Jornada 7,Roma,2,0,1,"-0,043182","0,0835444","0,6741618"
Serie A,Temporada2018,Jornada 7,Lazio,3,0,2,"-0,0429247","0,0832871","0,6739045"
Serie A,Temporada2018,Jornada 7,Sampdoria,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2018,Jornada 7,Milan,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2018,Jornada 7,Torino,2,0,2,"0,0005146","0,0398478","0,6304652"
Serie A,Temporada2018,Jornada 7,Chievo,3,0,1,"-0,0866213","0,1269837","0,7176011"
Serie A,Temporada2018,Jornada 7,Bologna,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2018,Jornada 7,Atalanta,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2018,Jornada 7,Fiorentina,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2018,Jornada 7,Cagliari,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2018,Jornada 7,Udinese,2,0,0,"-0,0868786","0,127241","0,7178584"
Serie A,Temporada2018,Jornada 7,SPAL,2,0,0,"-0,0868786","0,127241","0,7178584"
Serie A,Temporada2018,Jornada 7,Crotone,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2018,Jornada 7,Sassuolo,1,0,1,"0,0002573","0,0401051","0,6307225"
Serie A,Temporada2018,Jornada 7,Hellas Verona,1,0,7,"0,2624369","-0,2220745","0,3685429"
Serie A,Temporada2018,Jornada 7,Genoa,3,0,2,"-0,0429247","0,0832871","0,6739045"
Serie A,Temporada2018,Jornada 7,Benevento,0,0,5,"0,218483","-0,1781206","0,4124968"
Serie A,Temporada2018,Jornada 8,Napoli,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2018,Jornada 8,Inter,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2018,Jornada 8,Juventus,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2018,Jornada 8,Lazio,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2018,Jornada 8,Roma,4,0,3,"-0,0426674","0,0830298","0,6736472"
Serie A,Temporada2018,Jornada 8,Sampdoria,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2018,Jornada 8,Bologna,3,0,2,"-0,0429247","0,0832871","0,6739045"
Serie A,Temporada2018,Jornada 8,Torino,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2018,Jornada 8,Milan,2,0,2,"0,0005146","0,0398478","0,6304652"
Serie A,Temporada2018,Jornada 8,Chievo,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2018,Jornada 8,Fiorentina,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2018,Jornada 8,Atalanta,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2018,Jornada 8,Cagliari,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2018,Jornada 8,Udinese,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2018,Jornada 8,Crotone,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2018,Jornada 8,Hellas Verona,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2018,Jornada 8,Genoa,0,0,5,"0,218483","-0,1781206","0,4124968"
Serie A,Temporada2018,Jornada 8,SPAL,2,0,1,"-0,043182","0,0835444","0,6741618"
Serie A,Temporada2018,Jornada 8,Sassuolo,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2018,Jornada 8,Benevento,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2018,Jornada 9,Napoli,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2018,Jornada 9,Inter,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2018,Jornada 9,Juventus,1,0,5,"0,1750437","-0,1346813","0,4559361"
Serie A,Temporada2018,Jornada 9,Lazio,2,0,0,"-0,0868786","0,127241","0,7178584"
Serie A,Temporada2018,Jornada 9,Roma,2,0,3,"0,0442112","-0,0038488","0,5867686"
Serie A,Temporada2018,Jornada 9,Sampdoria,1,0,4,"0,1313471","-0,0909847","0,4996327"
Serie A,Temporada2018,Jornada 9,Chievo,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2018,Jornada 9,Bologna,1,0,1,"0,0002573","0,0401051","0,6307225"
Serie A,Temporada2018,Jornada 9,Fiorentina,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2018,Jornada 9,Milan,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2018,Jornada 9,Torino,1,0,0,"-0,0434393","0,0838017","0,6744191"
Serie A,Temporada2018,Jornada 9,Atalanta,1,0,1,"0,0002573","0,0401051","0,6307225"
Serie A,Temporada2018,Jornada 9,Sassuolo,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2018,Jornada 9,Genoa,1,0,0,"-0,0434393","0,0838017","0,6744191"
Serie A,Temporada2018,Jornada 9,Udinese,3,0,4,"0,0444685","-0,0041061","0,5865113"
Serie A,Temporada2018,Jornada 9,Cagliari,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2018,Jornada 9,Crotone,1,0,4,"0,1313471","-0,0909847","0,4996327"
Serie A,Temporada2018,Jornada 9,Hellas Verona,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2018,Jornada 9,SPAL,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2018,Jornada 9,Benevento,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2018,Jornada 10,Napoli,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2018,Jornada 10,Inter,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2018,Jornada 10,Juventus,0,0,5,"0,218483","-0,1781206","0,4124968"
Serie A,Temporada2018,Jornada 10,Lazio,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2018,Jornada 10,Roma,2,0,6,"0,175301","-0,1349386","0,4556788"
Serie A,Temporada2018,Jornada 10,Sampdoria,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2018,Jornada 10,Milan,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2018,Jornada 10,Fiorentina,2,0,0,"-0,0868786","0,127241","0,7178584"
Serie A,Temporada2018,Jornada 10,Atalanta,0,0,6,"0,2621796","-0,2218172","0,3688002"
Serie A,Temporada2018,Jornada 10,Chievo,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2018,Jornada 10,Bologna,0,0,5,"0,218483","-0,1781206","0,4124968"
Serie A,Temporada2018,Jornada 10,Torino,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2018,Jornada 10,Cagliari,2,0,6,"0,175301","-0,1349386","0,4556788"
Serie A,Temporada2018,Jornada 10,Udinese,0,0,5,"0,218483","-0,1781206","0,4124968"
Serie A,Temporada2018,Jornada 10,Sassuolo,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2018,Jornada 10,Genoa,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2018,Jornada 10,Crotone,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2018,Jornada 10,Hellas Verona,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2018,Jornada 10,SPAL,0,0,6,"0,2621796","-0,2218172","0,3688002"
Serie A,Temporada2018,Jornada 10,Benevento,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2018,Jornada 11,Napoli,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2018,Jornada 11,Inter,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2018,Jornada 11,Juventus,1,0,6,"0,2187403","-0,1783779","0,4122395"
Serie A,Temporada2018,Jornada 11,Lazio,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2018,Jornada 11,Roma,1,0,8,"0,3061335","-0,2657711","0,3248463"
Serie A,Temporada2018,Jornada 11,Sampdoria,0,0,5,"0,218483","-0,1781206","0,4124968"
Serie A,Temporada2018,Jornada 11,Fiorentina,2,0,1,"-0,043182","0,0835444","0,6741618"
Serie A,Temporada2018,Jornada 11,Milan,2,0,2,"0,0005146","0,0398478","0,6304652"
Serie A,Temporada2018,Jornada 11,Torino,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2018,Jornada 11,Atalanta,0,0,7,"0,3058762","-0,2655138","0,3251036"
Serie A,Temporada2018,Jornada 11,Chievo,0,0,5,"0,218483","-0,1781206","0,4124968"
Serie A,Temporada2018,Jornada 11,Bologna,0,0,6,"0,2621796","-0,2218172","0,3688002"
Serie A,Temporada2018,Jornada 11,Udinese,0,0,5,"0,218483","-0,1781206","0,4124968"
Serie A,Temporada2018,Jornada 11,Cagliari,2,0,4,"0,0879078","-0,0475454","0,543072"
Serie A,Temporada2018,Jornada 11,Crotone,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2018,Jornada 11,Sassuolo,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2018,Jornada 11,SPAL,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2018,Jornada 11,Genoa,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2018,Jornada 11,Hellas Verona,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2018,Jornada 11,Benevento,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2018,Jornada 12,Napoli,2,0,5,"0,1316044","-0,091242","0,4993754"
Serie A,Temporada2018,Jornada 12,Juventus,0,0,6,"0,2621796","-0,2218172","0,3688002"
Serie A,Temporada2018,Jornada 12,Lazio,0,0,5,"0,218483","-0,1781206","0,4124968"
Serie A,Temporada2018,Jornada 12,Inter,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2018,Jornada 12,Roma,0,0,5,"0,218483","-0,1781206","0,4124968"
Serie A,Temporada2018,Jornada 12,Sampdoria,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2018,Jornada 12,Milan,2,1,3,"-0,222341","0,2627034","0,8533208"
Serie A,Temporada2018,Jornada 12,Torino,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2018,Jornada 12,Atalanta,1,0,4,"0,1313471","-0,0909847","0,4996327"
Serie A,Temporada2018,Jornada 12,Fiorentina,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2018,Jornada 12,Chievo,2,0,3,"0,0442112","-0,0038488","0,5867686"
Serie A,Temporada2018,Jornada 12,Bologna,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2018,Jornada 12,Cagliari,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2018,Jornada 12,Crotone,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2018,Jornada 12,Udinese,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2018,Jornada 12,SPAL,2,0,2,"0,0005146","0,0398478","0,6304652"
Serie A,Temporada2018,Jornada 12,Sassuolo,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2018,Jornada 12,Genoa,1,0,1,"0,0002573","0,0401051","0,6307225"
Serie A,Temporada2018,Jornada 12,Hellas Verona,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2018,Jornada 12,Benevento,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2018,Jornada 13,Napoli,2,0,2,"0,0005146","0,0398478","0,6304652"
Serie A,Temporada2018,Jornada 13,Inter,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2018,Jornada 13,Juventus,0,0,6,"0,2621796","-0,2218172","0,3688002"
Serie A,Temporada2018,Jornada 13,Roma,2,0,3,"0,0442112","-0,0038488","0,5867686"
Serie A,Temporada2018,Jornada 13,Lazio,2,0,5,"0,1316044","-0,091242","0,4993754"
Serie A,Temporada2018,Jornada 13,Sampdoria,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2018,Jornada 13,Milan,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2018,Jornada 13,Torino,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2018,Jornada 13,Fiorentina,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2018,Jornada 13,Chievo,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2018,Jornada 13,Bologna,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2018,Jornada 13,Atalanta,2,0,4,"0,0879078","-0,0475454","0,543072"
Serie A,Temporada2018,Jornada 13,Cagliari,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2018,Jornada 13,Udinese,0,0,5,"0,218483","-0,1781206","0,4124968"
Serie A,Temporada2018,Jornada 13,Crotone,2,0,1,"-0,043182","0,0835444","0,6741618"
Serie A,Temporada2018,Jornada 13,Sassuolo,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2018,Jornada 13,SPAL,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2018,Jornada 13,Genoa,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2018,Jornada 13,Hellas Verona,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2018,Jornada 13,Benevento,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2018,Jornada 14,Napoli,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2018,Jornada 14,Inter,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2018,Jornada 14,Juventus,2,0,9,"0,3063908","-0,2660284","0,324589"
Serie A,Temporada2018,Jornada 14,Roma,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2018,Jornada 14,Lazio,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2018,Jornada 14,Sampdoria,3,0,1,"-0,0866213","0,1269837","0,7176011"
Serie A,Temporada2018,Jornada 14,Milan,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2018,Jornada 14,Bologna,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2018,Jornada 14,Chievo,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2018,Jornada 14,Atalanta,2,0,3,"0,0442112","-0,0038488","0,5867686"
Serie A,Temporada2018,Jornada 14,Torino,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2018,Jornada 14,Fiorentina,2,0,4,"0,0879078","-0,0475454","0,543072"
Serie A,Temporada2018,Jornada 14,Cagliari,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2018,Jornada 14,Udinese,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2018,Jornada 14,Crotone,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2018,Jornada 14,Sassuolo,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2018,Jornada 14,SPAL,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2018,Jornada 14,Genoa,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2018,Jornada 14,Hellas Verona,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2018,Jornada 14,Benevento,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2018,Jornada 15,Inter,2,0,3,"0,0442112","-0,0038488","0,5867686"
Serie A,Temporada2018,Jornada 15,Napoli,2,0,2,"0,0005146","0,0398478","0,6304652"
Serie A,Temporada2018,Jornada 15,Juventus,2,0,6,"0,175301","-0,1349386","0,4556788"
Serie A,Temporada2018,Jornada 15,Roma,2,0,4,"0,0879078","-0,0475454","0,543072"
Serie A,Temporada2018,Jornada 15,Lazio,2,0,0,"-0,0868786","0,127241","0,7178584"
Serie A,Temporada2018,Jornada 15,Sampdoria,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2018,Jornada 15,Milan,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2018,Jornada 15,Fiorentina,2,0,0,"-0,0868786","0,127241","0,7178584"
Serie A,Temporada2018,Jornada 15,Bologna,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2018,Jornada 15,Atalanta,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2018,Jornada 15,Torino,2,0,1,"-0,043182","0,0835444","0,6741618"
Serie A,Temporada2018,Jornada 15,Chievo,1,0,3,"0,0876505","-0,0472881","0,5433293"
Serie A,Temporada2018,Jornada 15,Cagliari,2,0,1,"-0,043182","0,0835444","0,6741618"
Serie A,Temporada2018,Jornada 15,Udinese,1,0,4,"0,1313471","-0,0909847","0,4996327"
Serie A,Temporada2018,Jornada 15,Genoa,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2018,Jornada 15,Crotone,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2018,Jornada 15,Sassuolo,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2018,Jornada 15,SPAL,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2018,Jornada 15,Hellas Verona,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2018,Jornada 15,Benevento,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2018,Jornada 16,Inter,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2018,Jornada 16,Napoli,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2018,Jornada 16,Juventus,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2018,Jornada 16,Roma,0,0,5,"0,218483","-0,1781206","0,4124968"
Serie A,Temporada2018,Jornada 16,Lazio,2,0,0,"-0,0868786","0,127241","0,7178584"
Serie A,Temporada2018,Jornada 16,Sampdoria,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2018,Jornada 16,Milan,2,0,1,"-0,043182","0,0835444","0,6741618"
Serie A,Temporada2018,Jornada 16,Atalanta,2,0,1,"-0,043182","0,0835444","0,6741618"
Serie A,Temporada2018,Jornada 16,Torino,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2018,Jornada 16,Fiorentina,2,0,0,"-0,0868786","0,127241","0,7178584"
Serie A,Temporada2018,Jornada 16,Bologna,1,0,4,"0,1313471","-0,0909847","0,4996327"
Serie A,Temporada2018,Jornada 16,Chievo,2,0,3,"0,0442112","-0,0038488","0,5867686"
Serie A,Temporada2018,Jornada 16,Udinese,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2018,Jornada 16,Cagliari,2,1,3,"-0,222341","0,2627034","0,8533208"
Serie A,Temporada2018,Jornada 16,Sassuolo,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2018,Jornada 16,Genoa,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2018,Jornada 16,Crotone,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2018,Jornada 16,SPAL,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2018,Jornada 16,Hellas Verona,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2018,Jornada 16,Benevento,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2018,Jornada 17,Napoli,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2018,Jornada 17,Juventus,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2018,Jornada 17,Inter,1,0,0,"-0,0434393","0,0838017","0,6744191"
Serie A,Temporada2018,Jornada 17,Roma,0,0,6,"0,2621796","-0,2218172","0,3688002"
Serie A,Temporada2018,Jornada 17,Lazio,2,0,1,"-0,043182","0,0835444","0,6741618"
Serie A,Temporada2018,Jornada 17,Sampdoria,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2018,Jornada 17,Atalanta,2,0,1,"-0,043182","0,0835444","0,6741618"
Serie A,Temporada2018,Jornada 17,Milan,2,0,2,"0,0005146","0,0398478","0,6304652"
Serie A,Temporada2018,Jornada 17,Fiorentina,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2018,Jornada 17,Torino,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2018,Jornada 17,Chievo,1,1,3,"-0,1789017","0,2192641","0,8098815"
Serie A,Temporada2018,Jornada 17,Udinese,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2018,Jornada 17,Bologna,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2018,Jornada 17,Sassuolo,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2018,Jornada 17,Cagliari,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2018,Jornada 17,Crotone,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2018,Jornada 17,SPAL,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2018,Jornada 17,Genoa,1,1,2,"-0,2225983","0,2629607","0,8535781"
Serie A,Temporada2018,Jornada 17,Hellas Verona,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2018,Jornada 17,Benevento,0,0,5,"0,218483","-0,1781206","0,4124968"
Serie A,Temporada2018,Jornada 18,Napoli,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2018,Jornada 18,Juventus,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2018,Jornada 18,Inter,4,0,2,"-0,086364","0,1267264","0,7173438"
Serie A,Temporada2018,Jornada 18,Roma,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2018,Jornada 18,Lazio,0,0,5,"0,218483","-0,1781206","0,4124968"
Serie A,Temporada2018,Jornada 18,Sampdoria,1,0,1,"0,0002573","0,0401051","0,6307225"
Serie A,Temporada2018,Jornada 18,Atalanta,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2018,Jornada 18,Fiorentina,2,0,2,"0,0005146","0,0398478","0,6304652"
Serie A,Temporada2018,Jornada 18,Torino,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2018,Jornada 18,Milan,0,0,3,"0,1310898","-0,0907274","0,49989"
Serie A,Temporada2018,Jornada 18,Udinese,0,0,2,"0,0873932","-0,0470308","0,5435866"
Serie A,Temporada2018,Jornada 18,Bologna,2,0,2,"0,0005146","0,0398478","0,6304652"
Serie A,Temporada2018,Jornada 18,Chievo,0,0,4,"0,1747864","-0,134424","0,4561934"
Serie A,Temporada2018,Jornada 18,Sassuolo,0,0,0,0,"0,0403624","0,6309798"
Serie A,Temporada2018,Jornada 18,Genoa,1,0,2,"0,0439539","-0,0035915","0,5870259"
Serie A,Temporada2018,Jornada 18,Cagliari,2,0,1,"-0,043182","0,0835444","0,6741618"
Serie A,Temporada2018,Jornada 18,SPAL,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2018,Jornada 18,Crotone,1,0,0,"-0,0434393","0,0838017","0,6744191"
Serie A,Temporada2018,Jornada 18,Hellas Verona,1,0,4,"0,1313471","-0,0909847","0,4996327"
Serie A,Temporada2018,Jornada 18,Benevento,1,0,5,"0,1750437","-0,1346813","0,4559361"
Serie A,Temporada2018,Jornada 19,Napoli,0,0,1,"0,0436966","-0,0033342","0,5872832"
Serie A,Temporada2018,Jornada 19,Juventus,1,1,3,"-0,1789017","0,2192641","0,8098815"
