Liga,Temporada,Jornada,Equipo,Cambios realizados portero partido,Cambios realizados centrocampista partido,Cambios realizados delantero partido,Y LAMBDA,EXP LAMBDA
Serie A,Temporada2019,Jornada 38,Torino,0,0,1,"0,1695459","1,1847667266"
Serie A,Temporada2019,Jornada 38,Lazio,0,1,0,"0,1357188","1,1453597731"
Serie A,Temporada2019,Jornada 38,Sampdoria,0,2,1,"0,2449867","1,277604321"
Serie A,Temporada2019,Jornada 38,Bologna,0,2,1,"0,2449867","1,277604321"
Serie A,Temporada2019,Jornada 38,Sassuolo,0,1,1,"0,2072663","1,2303101598"
Serie A,Temporada2019,Jornada 38,Udinese,0,2,1,"0,2449867","1,277604321"
Serie A,Temporada2019,Jornada 38,SPAL,0,2,0,"0,1734392","1,1893883698"
Serie A,Temporada2019,Jornada 38,Parma,0,1,1,"0,2072663","1,2303101598"
Serie A,Temporada2019,Jornada 38,Cagliari,0,2,0,"0,1734392","1,1893883698"
Serie A,Temporada2019,Jornada 38,Fiorentina,0,1,0,"0,1357188","1,1453597731"
Serie A,Temporada2019,Jornada 38,Genoa,0,1,1,"0,2072663","1,2303101598"
Serie A,Temporada2019,Jornada 38,Empoli,0,1,0,"0,1357188","1,1453597731"
Serie A,Temporada2019,Jornada 38,Frosinone,0,0,2,"0,2410934","1,2726398943"
Serie A,Temporada2019,Jornada 38,Chievo,0,1,2,"0,2788138","1,3215612463"
Serie A,Temporada2018,Jornada 1,Juventus,0,1,3,"0,3503613","1,4195803503"
Serie A,Temporada2018,Jornada 1,Inter,0,4,2,"0,391975","1,4799007134"
Serie A,Temporada2018,Jornada 1,Napoli,0,1,4,"0,4219088","1,5248694502"
Serie A,Temporada2018,Jornada 1,Milan,0,1,2,"0,2788138","1,3215612463"
Serie A,Temporada2018,Jornada 1,Sampdoria,0,4,2,"0,391975","1,4799007134"
Serie A,Temporada2018,Jornada 1,Roma,0,0,3,"0,3126409","1,3670305422"
Serie A,Temporada2018,Jornada 1,Chievo,0,1,3,"0,3503613","1,4195803503"
Serie A,Temporada2018,Jornada 1,Lazio,0,2,0,"0,1734392","1,1893883698"
Serie A,Temporada2018,Jornada 1,Torino,0,1,0,"0,1357188","1,1453597731"
Serie A,Temporada2018,Jornada 1,Bologna,0,2,1,"0,2449867","1,277604321"
Serie A,Temporada2018,Jornada 1,SPAL,0,2,2,"0,3165342","1,3723631763"
Serie A,Temporada2018,Jornada 1,Genoa,0,1,3,"0,3503613","1,4195803503"
Serie A,Temporada2018,Jornada 1,Sassuolo,0,2,1,"0,2449867","1,277604321"
Serie A,Temporada2018,Jornada 1,Cagliari,0,4,0,"0,24888","1,2825881133"
Serie A,Temporada2018,Jornada 1,Fiorentina,0,4,2,"0,391975","1,4799007134"
Serie A,Temporada2018,Jornada 1,Atalanta,0,1,1,"0,2072663","1,2303101598"
Serie A,Temporada2018,Jornada 1,Udinese,0,2,2,"0,3165342","1,3723631763"
Serie A,Temporada2018,Jornada 1,Crotone,0,1,2,"0,2788138","1,3215612463"
Serie A,Temporada2018,Jornada 1,Hellas Verona,0,2,0,"0,1734392","1,1893883698"
Serie A,Temporada2018,Jornada 1,Benevento,0,1,0,"0,1357188","1,1453597731"
Serie A,Temporada2018,Jornada 2,Juventus,0,4,0,"0,24888","1,2825881133"
Serie A,Temporada2018,Jornada 2,Napoli,0,4,0,"0,24888","1,2825881133"
Serie A,Temporada2018,Jornada 2,Inter,0,4,0,"0,24888","1,2825881133"
Serie A,Temporada2018,Jornada 2,Sampdoria,0,2,0,"0,1734392","1,1893883698"
Serie A,Temporada2018,Jornada 2,Milan,0,2,4,"0,4596292","1,5834867192"
Serie A,Temporada2018,Jornada 2,Torino,0,2,4,"0,4596292","1,5834867192"
Serie A,Temporada2018,Jornada 2,Lazio,0,4,0,"0,24888","1,2825881133"
Serie A,Temporada2018,Jornada 2,SPAL,0,2,2,"0,3165342","1,3723631763"
Serie A,Temporada2018,Jornada 2,Bologna,0,2,0,"0,1734392","1,1893883698"
Serie A,Temporada2018,Jornada 2,Roma,0,2,3,"0,3880817","1,4741502174"
Serie A,Temporada2018,Jornada 2,Chievo,0,0,3,"0,3126409","1,3670305422"
Serie A,Temporada2018,Jornada 2,Genoa,0,1,3,"0,3503613","1,4195803503"
Serie A,Temporada2018,Jornada 2,Crotone,0,0,2,"0,2410934","1,2726398943"
Serie A,Temporada2018,Jornada 2,Sassuolo,0,3,0,"0,2111596","1,2351094628"
Serie A,Temporada2018,Jornada 2,Hellas Verona,0,3,0,"0,2111596","1,2351094628"
Serie A,Temporada2018,Jornada 2,Cagliari,0,4,1,"0,3204275","1,3777166123"
Serie A,Temporada2018,Jornada 2,Fiorentina,0,3,0,"0,2111596","1,2351094628"
Serie A,Temporada2018,Jornada 2,Atalanta,0,1,1,"0,2072663","1,2303101598"
Serie A,Temporada2018,Jornada 2,Udinese,0,4,0,"0,24888","1,2825881133"
Serie A,Temporada2018,Jornada 2,Benevento,0,1,0,"0,1357188","1,1453597731"
Serie A,Temporada2018,Jornada 3,Juventus,0,1,4,"0,4219088","1,5248694502"
Serie A,Temporada2018,Jornada 3,Napoli,0,2,0,"0,1734392","1,1893883698"
Serie A,Temporada2018,Jornada 3,Inter,0,5,0,"0,2866004","1,3318918831"
Serie A,Temporada2018,Jornada 3,Lazio,0,2,0,"0,1734392","1,1893883698"
Serie A,Temporada2018,Jornada 3,Torino,0,1,1,"0,2072663","1,2303101598"
Serie A,Temporada2018,Jornada 3,Sampdoria,0,2,2,"0,3165342","1,3723631763"
Serie A,Temporada2018,Jornada 3,Milan,0,0,6,"0,5272834","1,6943232524"
Serie A,Temporada2018,Jornada 3,Roma,0,2,3,"0,3880817","1,4741502174"
Serie A,Temporada2018,Jornada 3,Bologna,0,0,4,"0,3841884","1,4684220663"
Serie A,Temporada2018,Jornada 3,SPAL,0,1,2,"0,2788138","1,3215612463"
Serie A,Temporada2018,Jornada 3,Cagliari,0,3,1,"0,2827071","1,3267165096"
Serie A,Temporada2018,Jornada 3,Fiorentina,0,2,3,"0,3880817","1,4741502174"
Serie A,Temporada2018,Jornada 3,Chievo,0,2,3,"0,3880817","1,4741502174"
Serie A,Temporada2018,Jornada 3,Atalanta,0,0,4,"0,3841884","1,4684220663"
Serie A,Temporada2018,Jornada 3,Udinese,0,1,1,"0,2072663","1,2303101598"
Serie A,Temporada2018,Jornada 3,Genoa,0,0,4,"0,3841884","1,4684220663"
Serie A,Temporada2018,Jornada 3,Crotone,0,1,2,"0,2788138","1,3215612463"
Serie A,Temporada2018,Jornada 3,Sassuolo,0,3,0,"0,2111596","1,2351094628"
Serie A,Temporada2018,Jornada 3,Hellas Verona,0,0,0,"0,0979984","1,1029610204"
Serie A,Temporada2018,Jornada 3,Benevento,0,1,1,"0,2072663","1,2303101598"
Serie A,Temporada2018,Jornada 4,Juventus,0,0,3,"0,3126409","1,3670305422"
Serie A,Temporada2018,Jornada 4,Napoli,0,2,4,"0,4596292","1,5834867192"
Serie A,Temporada2018,Jornada 4,Inter,0,2,0,"0,1734392","1,1893883698"
Serie A,Temporada2018,Jornada 4,Lazio,0,1,0,"0,1357188","1,1453597731"
Serie A,Temporada2018,Jornada 4,Milan,0,2,3,"0,3880817","1,4741502174"
Serie A,Temporada2018,Jornada 4,Torino,0,2,3,"0,3880817","1,4741502174"
Serie A,Temporada2018,Jornada 4,Sampdoria,0,2,0,"0,1734392","1,1893883698"
Serie A,Temporada2018,Jornada 4,Roma,0,1,2,"0,2788138","1,3215612463"
Serie A,Temporada2018,Jornada 4,Fiorentina,0,2,3,"0,3880817","1,4741502174"
Serie A,Temporada2018,Jornada 4,Cagliari,0,4,1,"0,3204275","1,3777166123"
Serie A,Temporada2018,Jornada 4,Atalanta,0,2,1,"0,2449867","1,277604321"
Serie A,Temporada2018,Jornada 4,Chievo,0,3,0,"0,2111596","1,2351094628"
Serie A,Temporada2018,Jornada 4,Bologna,0,2,1,"0,2449867","1,277604321"
Serie A,Temporada2018,Jornada 4,SPAL,0,0,2,"0,2410934","1,2726398943"
Serie A,Temporada2018,Jornada 4,Udinese,0,3,1,"0,2827071","1,3267165096"
Serie A,Temporada2018,Jornada 4,Genoa,0,1,0,"0,1357188","1,1453597731"
Serie A,Temporada2018,Jornada 4,Crotone,0,1,0,"0,1357188","1,1453597731"
Serie A,Temporada2018,Jornada 4,Sassuolo,0,3,1,"0,2827071","1,3267165096"
Serie A,Temporada2018,Jornada 4,Hellas Verona,0,1,1,"0,2072663","1,2303101598"
Serie A,Temporada2018,Jornada 4,Benevento,0,0,1,"0,1695459","1,1847667266"
Serie A,Temporada2018,Jornada 5,Napoli,0,1,4,"0,4219088","1,5248694502"
Serie A,Temporada2018,Jornada 5,Juventus,0,1,4,"0,4219088","1,5248694502"
Serie A,Temporada2018,Jornada 5,Inter,0,5,0,"0,2866004","1,3318918831"
Serie A,Temporada2018,Jornada 5,Milan,0,4,1,"0,3204275","1,3777166123"
Serie A,Temporada2018,Jornada 5,Torino,0,0,3,"0,3126409","1,3670305422"
Serie A,Temporada2018,Jornada 5,Roma,0,2,4,"0,4596292","1,5834867192"
Serie A,Temporada2018,Jornada 5,Lazio,0,2,0,"0,1734392","1,1893883698"
Serie A,Temporada2018,Jornada 5,Sampdoria,0,3,2,"0,3542546","1,4251179753"
Serie A,Temporada2018,Jornada 5,Atalanta,0,0,3,"0,3126409","1,3670305422"
Serie A,Temporada2018,Jornada 5,Fiorentina,0,2,1,"0,2449867","1,277604321"
Serie A,Temporada2018,Jornada 5,Cagliari,0,4,2,"0,391975","1,4799007134"
Serie A,Temporada2018,Jornada 5,Chievo,0,2,0,"0,1734392","1,1893883698"
Serie A,Temporada2018,Jornada 5,Bologna,0,2,1,"0,2449867","1,277604321"
Serie A,Temporada2018,Jornada 5,Sassuolo,0,2,3,"0,3880817","1,4741502174"
Serie A,Temporada2018,Jornada 5,SPAL,0,1,2,"0,2788138","1,3215612463"
Serie A,Temporada2018,Jornada 5,Udinese,0,2,0,"0,1734392","1,1893883698"
Serie A,Temporada2018,Jornada 5,Genoa,0,2,0,"0,1734392","1,1893883698"
Serie A,Temporada2018,Jornada 5,Hellas Verona,0,2,0,"0,1734392","1,1893883698"
Serie A,Temporada2018,Jornada 5,Crotone,0,1,1,"0,2072663","1,2303101598"
Serie A,Temporada2018,Jornada 5,Benevento,0,0,1,"0,1695459","1,1847667266"
Serie A,Temporada2018,Jornada 6,Napoli,0,3,2,"0,3542546","1,4251179753"
Serie A,Temporada2018,Jornada 6,Juventus,0,2,4,"0,4596292","1,5834867192"
Serie A,Temporada2018,Jornada 6,Inter,0,6,0,"0,3243208","1,3830909315"
Serie A,Temporada2018,Jornada 6,Roma,0,0,2,"0,2410934","1,2726398943"
Serie A,Temporada2018,Jornada 6,Lazio,0,2,2,"0,3165342","1,3723631763"
Serie A,Temporada2018,Jornada 6,Sampdoria,0,5,0,"0,2866004","1,3318918831"
Serie A,Temporada2018,Jornada 6,Milan,0,2,2,"0,3165342","1,3723631763"
Serie A,Temporada2018,Jornada 6,Torino,0,2,3,"0,3880817","1,4741502174"
Serie A,Temporada2018,Jornada 6,Atalanta,0,0,2,"0,2410934","1,2726398943"
Serie A,Temporada2018,Jornada 6,Chievo,0,3,2,"0,3542546","1,4251179753"
Serie A,Temporada2018,Jornada 6,Bologna,0,2,1,"0,2449867","1,277604321"
Serie A,Temporada2018,Jornada 6,Fiorentina,0,2,3,"0,3880817","1,4741502174"
Serie A,Temporada2018,Jornada 6,Cagliari,0,5,0,"0,2866004","1,3318918831"
Serie A,Temporada2018,Jornada 6,Sassuolo,0,2,4,"0,4596292","1,5834867192"
Serie A,Temporada2018,Jornada 6,SPAL,0,0,1,"0,1695459","1,1847667266"
Serie A,Temporada2018,Jornada 6,Crotone,0,0,2,"0,2410934","1,2726398943"
Serie A,Temporada2018,Jornada 6,Udinese,0,2,4,"0,4596292","1,5834867192"
Serie A,Temporada2018,Jornada 6,Genoa,0,3,0,"0,2111596","1,2351094628"
Serie A,Temporada2018,Jornada 6,Hellas Verona,0,2,0,"0,1734392","1,1893883698"
Serie A,Temporada2018,Jornada 6,Benevento,0,0,1,"0,1695459","1,1847667266"
Serie A,Temporada2018,Jornada 7,Napoli,0,2,2,"0,3165342","1,3723631763"
Serie A,Temporada2018,Jornada 7,Juventus,0,0,4,"0,3841884","1,4684220663"
Serie A,Temporada2018,Jornada 7,Inter,0,4,0,"0,24888","1,2825881133"
Serie A,Temporada2018,Jornada 7,Roma,0,1,2,"0,2788138","1,3215612463"
Serie A,Temporada2018,Jornada 7,Lazio,0,0,2,"0,2410934","1,2726398943"
Serie A,Temporada2018,Jornada 7,Sampdoria,0,2,3,"0,3880817","1,4741502174"
Serie A,Temporada2018,Jornada 7,Milan,0,0,3,"0,3126409","1,3670305422"
Serie A,Temporada2018,Jornada 7,Torino,0,0,3,"0,3126409","1,3670305422"
Serie A,Temporada2018,Jornada 7,Chievo,0,1,0,"0,1357188","1,1453597731"
Serie A,Temporada2018,Jornada 7,Bologna,0,2,0,"0,1734392","1,1893883698"
Serie A,Temporada2018,Jornada 7,Atalanta,0,1,2,"0,2788138","1,3215612463"
Serie A,Temporada2018,Jornada 7,Fiorentina,0,2,3,"0,3880817","1,4741502174"
Serie A,Temporada2018,Jornada 7,Cagliari,0,2,3,"0,3880817","1,4741502174"
Serie A,Temporada2018,Jornada 7,Udinese,0,4,0,"0,24888","1,2825881133"
Serie A,Temporada2018,Jornada 7,SPAL,0,0,1,"0,1695459","1,1847667266"
Serie A,Temporada2018,Jornada 7,Crotone,0,1,1,"0,2072663","1,2303101598"
Serie A,Temporada2018,Jornada 7,Sassuolo,0,1,0,"0,1357188","1,1453597731"
Serie A,Temporada2018,Jornada 7,Hellas Verona,0,0,1,"0,1695459","1,1847667266"
Serie A,Temporada2018,Jornada 7,Genoa,0,0,0,"0,0979984","1,1029610204"
Serie A,Temporada2018,Jornada 7,Benevento,0,2,1,"0,2449867","1,277604321"
Serie A,Temporada2018,Jornada 8,Napoli,0,2,2,"0,3165342","1,3723631763"
Serie A,Temporada2018,Jornada 8,Inter,0,4,2,"0,391975","1,4799007134"
Serie A,Temporada2018,Jornada 8,Juventus,0,2,2,"0,3165342","1,3723631763"
Serie A,Temporada2018,Jornada 8,Lazio,0,2,4,"0,4596292","1,5834867192"
Serie A,Temporada2018,Jornada 8,Roma,0,2,0,"0,1734392","1,1893883698"
Serie A,Temporada2018,Jornada 8,Sampdoria,0,3,1,"0,2827071","1,3267165096"
Serie A,Temporada2018,Jornada 8,Bologna,0,2,0,"0,1734392","1,1893883698"
Serie A,Temporada2018,Jornada 8,Torino,0,2,0,"0,1734392","1,1893883698"
Serie A,Temporada2018,Jornada 8,Milan,0,2,0,"0,1734392","1,1893883698"
Serie A,Temporada2018,Jornada 8,Chievo,0,3,1,"0,2827071","1,3267165096"
Serie A,Temporada2018,Jornada 8,Fiorentina,0,2,3,"0,3880817","1,4741502174"
Serie A,Temporada2018,Jornada 8,Atalanta,0,2,3,"0,3880817","1,4741502174"
Serie A,Temporada2018,Jornada 8,Cagliari,2,2,0,"0,5778676","1,7822339402"
Serie A,Temporada2018,Jornada 8,Udinese,0,2,2,"0,3165342","1,3723631763"
Serie A,Temporada2018,Jornada 8,Crotone,0,0,3,"0,3126409","1,3670305422"
Serie A,Temporada2018,Jornada 8,Hellas Verona,0,2,0,"0,1734392","1,1893883698"
Serie A,Temporada2018,Jornada 8,Genoa,0,3,0,"0,2111596","1,2351094628"
Serie A,Temporada2018,Jornada 8,SPAL,0,0,2,"0,2410934","1,2726398943"
Serie A,Temporada2018,Jornada 8,Sassuolo,0,2,2,"0,3165342","1,3723631763"
Serie A,Temporada2018,Jornada 8,Benevento,0,0,2,"0,2410934","1,2726398943"
Serie A,Temporada2018,Jornada 9,Napoli,0,3,2,"0,3542546","1,4251179753"
Serie A,Temporada2018,Jornada 9,Inter,0,4,2,"0,391975","1,4799007134"
Serie A,Temporada2018,Jornada 9,Juventus,0,0,4,"0,3841884","1,4684220663"
Serie A,Temporada2018,Jornada 9,Lazio,0,4,0,"0,24888","1,2825881133"
Serie A,Temporada2018,Jornada 9,Roma,0,2,2,"0,3165342","1,3723631763"
Serie A,Temporada2018,Jornada 9,Sampdoria,0,0,4,"0,3841884","1,4684220663"
Serie A,Temporada2018,Jornada 9,Chievo,0,0,3,"0,3126409","1,3670305422"
Serie A,Temporada2018,Jornada 9,Bologna,0,0,3,"0,3126409","1,3670305422"
Serie A,Temporada2018,Jornada 9,Fiorentina,0,2,4,"0,4596292","1,5834867192"
Serie A,Temporada2018,Jornada 9,Milan,0,4,1,"0,3204275","1,3777166123"
Serie A,Temporada2018,Jornada 9,Torino,0,2,1,"0,2449867","1,277604321"
Serie A,Temporada2018,Jornada 9,Atalanta,0,1,1,"0,2072663","1,2303101598"
Serie A,Temporada2018,Jornada 9,Sassuolo,0,2,1,"0,2449867","1,277604321"
Serie A,Temporada2018,Jornada 9,Genoa,0,1,1,"0,2072663","1,2303101598"
Serie A,Temporada2018,Jornada 9,Udinese,0,0,1,"0,1695459","1,1847667266"
Serie A,Temporada2018,Jornada 9,Cagliari,0,3,1,"0,2827071","1,3267165096"
Serie A,Temporada2018,Jornada 9,Crotone,0,1,1,"0,2072663","1,2303101598"
Serie A,Temporada2018,Jornada 9,Hellas Verona,0,1,1,"0,2072663","1,2303101598"
Serie A,Temporada2018,Jornada 9,SPAL,0,0,1,"0,1695459","1,1847667266"
Serie A,Temporada2018,Jornada 9,Benevento,0,1,1,"0,2072663","1,2303101598"
Serie A,Temporada2018,Jornada 10,Napoli,0,1,4,"0,4219088","1,5248694502"
Serie A,Temporada2018,Jornada 10,Inter,0,2,2,"0,3165342","1,3723631763"
Serie A,Temporada2018,Jornada 10,Juventus,0,4,2,"0,391975","1,4799007134"
Serie A,Temporada2018,Jornada 10,Lazio,0,4,2,"0,391975","1,4799007134"
Serie A,Temporada2018,Jornada 10,Roma,0,1,2,"0,2788138","1,3215612463"
Serie A,Temporada2018,Jornada 10,Sampdoria,0,4,1,"0,3204275","1,3777166123"
Serie A,Temporada2018,Jornada 10,Milan,0,2,3,"0,3880817","1,4741502174"
Serie A,Temporada2018,Jornada 10,Fiorentina,0,0,3,"0,3126409","1,3670305422"
Serie A,Temporada2018,Jornada 10,Atalanta,0,0,6,"0,5272834","1,6943232524"
Serie A,Temporada2018,Jornada 10,Chievo,0,2,2,"0,3165342","1,3723631763"
Serie A,Temporada2018,Jornada 10,Bologna,0,5,0,"0,2866004","1,3318918831"
Serie A,Temporada2018,Jornada 10,Torino,0,2,2,"0,3165342","1,3723631763"
Serie A,Temporada2018,Jornada 10,Cagliari,0,2,1,"0,2449867","1,277604321"
Serie A,Temporada2018,Jornada 10,Udinese,0,0,3,"0,3126409","1,3670305422"
Serie A,Temporada2018,Jornada 10,Sassuolo,0,2,2,"0,3165342","1,3723631763"
Serie A,Temporada2018,Jornada 10,Genoa,0,3,1,"0,2827071","1,3267165096"
Serie A,Temporada2018,Jornada 10,Crotone,0,3,0,"0,2111596","1,2351094628"
Serie A,Temporada2018,Jornada 10,Hellas Verona,0,1,1,"0,2072663","1,2303101598"
Serie A,Temporada2018,Jornada 10,SPAL,0,0,2,"0,2410934","1,2726398943"
Serie A,Temporada2018,Jornada 10,Benevento,0,1,0,"0,1357188","1,1453597731"
Serie A,Temporada2018,Jornada 11,Napoli,0,1,4,"0,4219088","1,5248694502"
Serie A,Temporada2018,Jornada 11,Inter,0,4,2,"0,391975","1,4799007134"
Serie A,Temporada2018,Jornada 11,Juventus,0,3,0,"0,2111596","1,2351094628"
Serie A,Temporada2018,Jornada 11,Lazio,0,6,0,"0,3243208","1,3830909315"
Serie A,Temporada2018,Jornada 11,Roma,0,0,3,"0,3126409","1,3670305422"
Serie A,Temporada2018,Jornada 11,Sampdoria,0,4,2,"0,391975","1,4799007134"
Serie A,Temporada2018,Jornada 11,Fiorentina,0,3,0,"0,2111596","1,2351094628"
Serie A,Temporada2018,Jornada 11,Milan,0,4,0,"0,24888","1,2825881133"
Serie A,Temporada2018,Jornada 11,Torino,0,1,2,"0,2788138","1,3215612463"
Serie A,Temporada2018,Jornada 11,Atalanta,0,2,3,"0,3880817","1,4741502174"
Serie A,Temporada2018,Jornada 11,Chievo,0,2,2,"0,3165342","1,3723631763"
Serie A,Temporada2018,Jornada 11,Bologna,0,4,0,"0,24888","1,2825881133"
Serie A,Temporada2018,Jornada 11,Udinese,0,4,2,"0,391975","1,4799007134"
Serie A,Temporada2018,Jornada 11,Cagliari,0,4,0,"0,24888","1,2825881133"
Serie A,Temporada2018,Jornada 11,Crotone,0,0,3,"0,3126409","1,3670305422"
Serie A,Temporada2018,Jornada 11,Sassuolo,0,1,1,"0,2072663","1,2303101598"
Serie A,Temporada2018,Jornada 11,SPAL,0,2,4,"0,4596292","1,5834867192"
Serie A,Temporada2018,Jornada 11,Genoa,0,1,2,"0,2788138","1,3215612463"
Serie A,Temporada2018,Jornada 11,Hellas Verona,0,1,1,"0,2072663","1,2303101598"
Serie A,Temporada2018,Jornada 11,Benevento,0,1,2,"0,2788138","1,3215612463"
Serie A,Temporada2018,Jornada 12,Napoli,0,2,2,"0,3165342","1,3723631763"
Serie A,Temporada2018,Jornada 12,Juventus,0,0,6,"0,5272834","1,6943232524"
Serie A,Temporada2018,Jornada 12,Lazio,0,4,1,"0,3204275","1,3777166123"
Serie A,Temporada2018,Jornada 12,Inter,0,2,0,"0,1734392","1,1893883698"
Serie A,Temporada2018,Jornada 12,Roma,0,3,2,"0,3542546","1,4251179753"
Serie A,Temporada2018,Jornada 12,Sampdoria,0,4,1,"0,3204275","1,3777166123"
Serie A,Temporada2018,Jornada 12,Milan,0,2,2,"0,3165342","1,3723631763"
Serie A,Temporada2018,Jornada 12,Torino,0,2,2,"0,3165342","1,3723631763"
Serie A,Temporada2018,Jornada 12,Atalanta,0,1,1,"0,2072663","1,2303101598"
Serie A,Temporada2018,Jornada 12,Fiorentina,0,1,3,"0,3503613","1,4195803503"
Serie A,Temporada2018,Jornada 12,Chievo,0,1,1,"0,2072663","1,2303101598"
Serie A,Temporada2018,Jornada 12,Bologna,0,2,1,"0,2449867","1,277604321"
Serie A,Temporada2018,Jornada 12,Cagliari,0,4,1,"0,3204275","1,3777166123"
Serie A,Temporada2018,Jornada 12,Crotone,0,0,3,"0,3126409","1,3670305422"
Serie A,Temporada2018,Jornada 12,Udinese,0,4,1,"0,3204275","1,3777166123"
Serie A,Temporada2018,Jornada 12,SPAL,0,1,0,"0,1357188","1,1453597731"
Serie A,Temporada2018,Jornada 12,Sassuolo,0,1,2,"0,2788138","1,3215612463"
Serie A,Temporada2018,Jornada 12,Genoa,0,1,0,"0,1357188","1,1453597731"
Serie A,Temporada2018,Jornada 12,Hellas Verona,0,1,0,"0,1357188","1,1453597731"
Serie A,Temporada2018,Jornada 12,Benevento,0,1,0,"0,1357188","1,1453597731"
Serie A,Temporada2018,Jornada 13,Napoli,0,1,2,"0,2788138","1,3215612463"
Serie A,Temporada2018,Jornada 13,Inter,0,4,2,"0,391975","1,4799007134"
Serie A,Temporada2018,Jornada 13,Juventus,0,2,4,"0,4596292","1,5834867192"
Serie A,Temporada2018,Jornada 13,Roma,0,1,2,"0,2788138","1,3215612463"
Serie A,Temporada2018,Jornada 13,Lazio,0,4,0,"0,24888","1,2825881133"
Serie A,Temporada2018,Jornada 13,Sampdoria,0,4,2,"0,391975","1,4799007134"
Serie A,Temporada2018,Jornada 13,Milan,0,2,4,"0,4596292","1,5834867192"
Serie A,Temporada2018,Jornada 13,Torino,0,3,2,"0,3542546","1,4251179753"
Serie A,Temporada2018,Jornada 13,Fiorentina,0,0,1,"0,1695459","1,1847667266"
Serie A,Temporada2018,Jornada 13,Chievo,0,2,2,"0,3165342","1,3723631763"
Serie A,Temporada2018,Jornada 13,Bologna,0,0,2,"0,2410934","1,2726398943"
Serie A,Temporada2018,Jornada 13,Atalanta,0,0,4,"0,3841884","1,4684220663"
Serie A,Temporada2018,Jornada 13,Cagliari,0,4,2,"0,391975","1,4799007134"
Serie A,Temporada2018,Jornada 13,Udinese,0,1,3,"0,3503613","1,4195803503"
Serie A,Temporada2018,Jornada 13,Crotone,0,0,1,"0,1695459","1,1847667266"
Serie A,Temporada2018,Jornada 13,Sassuolo,0,3,1,"0,2827071","1,3267165096"
Serie A,Temporada2018,Jornada 13,SPAL,0,1,1,"0,2072663","1,2303101598"
Serie A,Temporada2018,Jornada 13,Genoa,0,3,2,"0,3542546","1,4251179753"
Serie A,Temporada2018,Jornada 13,Hellas Verona,0,2,0,"0,1734392","1,1893883698"
Serie A,Temporada2018,Jornada 13,Benevento,0,1,0,"0,1357188","1,1453597731"
Serie A,Temporada2018,Jornada 14,Napoli,0,2,2,"0,3165342","1,3723631763"
Serie A,Temporada2018,Jornada 14,Inter,0,4,2,"0,391975","1,4799007134"
Serie A,Temporada2018,Jornada 14,Juventus,0,1,0,"0,1357188","1,1453597731"
Serie A,Temporada2018,Jornada 14,Roma,0,1,4,"0,4219088","1,5248694502"
Serie A,Temporada2018,Jornada 14,Lazio,0,4,2,"0,391975","1,4799007134"
Serie A,Temporada2018,Jornada 14,Sampdoria,0,2,0,"0,1734392","1,1893883698"
Serie A,Temporada2018,Jornada 14,Milan,0,2,1,"0,2449867","1,277604321"
Serie A,Temporada2018,Jornada 14,Bologna,0,0,5,"0,4557359","1,5773337159"
Serie A,Temporada2018,Jornada 14,Chievo,0,3,2,"0,3542546","1,4251179753"
Serie A,Temporada2018,Jornada 14,Atalanta,0,0,4,"0,3841884","1,4684220663"
Serie A,Temporada2018,Jornada 14,Torino,0,3,1,"0,2827071","1,3267165096"
Serie A,Temporada2018,Jornada 14,Fiorentina,0,2,1,"0,2449867","1,277604321"
Serie A,Temporada2018,Jornada 14,Cagliari,0,4,2,"0,391975","1,4799007134"
Serie A,Temporada2018,Jornada 14,Udinese,0,2,1,"0,2449867","1,277604321"
Serie A,Temporada2018,Jornada 14,Crotone,0,1,2,"0,2788138","1,3215612463"
Serie A,Temporada2018,Jornada 14,Sassuolo,0,3,2,"0,3542546","1,4251179753"
Serie A,Temporada2018,Jornada 14,SPAL,0,2,1,"0,2449867","1,277604321"
Serie A,Temporada2018,Jornada 14,Genoa,0,3,2,"0,3542546","1,4251179753"
Serie A,Temporada2018,Jornada 14,Hellas Verona,0,1,1,"0,2072663","1,2303101598"
Serie A,Temporada2018,Jornada 14,Benevento,0,1,0,"0,1357188","1,1453597731"
Serie A,Temporada2018,Jornada 15,Inter,0,2,2,"0,3165342","1,3723631763"
Serie A,Temporada2018,Jornada 15,Napoli,0,2,2,"0,3165342","1,3723631763"
Serie A,Temporada2018,Jornada 15,Juventus,0,2,2,"0,3165342","1,3723631763"
Serie A,Temporada2018,Jornada 15,Roma,0,1,2,"0,2788138","1,3215612463"
Serie A,Temporada2018,Jornada 15,Lazio,0,4,0,"0,24888","1,2825881133"
Serie A,Temporada2018,Jornada 15,Sampdoria,0,4,2,"0,391975","1,4799007134"
Serie A,Temporada2018,Jornada 15,Milan,0,2,4,"0,4596292","1,5834867192"
Serie A,Temporada2018,Jornada 15,Fiorentina,0,0,3,"0,3126409","1,3670305422"
Serie A,Temporada2018,Jornada 15,Bologna,0,2,2,"0,3165342","1,3723631763"
Serie A,Temporada2018,Jornada 15,Atalanta,0,0,1,"0,1695459","1,1847667266"
Serie A,Temporada2018,Jornada 15,Torino,0,1,2,"0,2788138","1,3215612463"
Serie A,Temporada2018,Jornada 15,Chievo,0,2,2,"0,3165342","1,3723631763"
Serie A,Temporada2018,Jornada 15,Cagliari,0,4,0,"0,24888","1,2825881133"
Serie A,Temporada2018,Jornada 15,Udinese,0,0,3,"0,3126409","1,3670305422"
